scale,fullID,primary_category_code,primary_prop,primary_label,secondary_category_code,secondary_prop,secondary_label,prop_sum
100 m,148_P173-3_2025_peat_sites_1028,OBOG,0.9828615985013226,Open Bog,TrBOG,0.017138401498677354,Treed Bog,1
1 km,148_P173-3_2025_peat_sites_1028,ConSWA,0.23181817671350516,Coniferous Swamp,TrBOG,0.22315930929560712,Treed Bog,0.45497748600911225
1 m,149_P173-7_2025_peat_sites_1028,TrBOG,1,Treed Bog,NA,NA,NA,NA
50 m,149_P173-7_2025_peat_sites_1028,TrBOG,0.7941572616299569,Treed Bog,TrFEN,0.20584273837004302,Treed Fen,1
100 m,149_P173-7_2025_peat_sites_1028,TrBOG,0.656045880942493,Treed Bog,TrFEN,0.21109074961898355,Treed Fen,0.8671366305614766
1 km,149_P173-7_2025_peat_sites_1028,ConTRE,0.24252831485719115,Coniferous Treed,ConSWA,0.20628755897920548,Coniferous Swamp,0.44881587383639665
1 m,151_Q624-6_2025_peat_sites_1028,ConSWA,1,Coniferous Swamp,NA,NA,NA,NA
50 m,151_Q624-6_2025_peat_sites_1028,TrFEN,0.5283175820597276,Treed Fen,ConSWA,0.4716824179402724,Coniferous Swamp,1
100 m,151_Q624-6_2025_peat_sites_1028,TrFEN,0.6478056137048056,Treed Fen,ConSWA,0.35219438629519445,Coniferous Swamp,1
1 km,151_Q624-6_2025_peat_sites_1028,TrFEN,0.7908395637041652,Treed Fen,TrBOG,0.12144818912646502,Treed Bog,0.9122877528306302
1 m,152_Q624-7_2025_peat_sites_1028,OBOG,1,Open Bog,NA,NA,NA,NA
50 m,152_Q624-7_2025_peat_sites_1028,OBOG,0.5347323031800043,Open Bog,TrBOG,0.4652676968199957,Treed Bog,1
100 m,152_Q624-7_2025_peat_sites_1028,OBOG,0.4974620130620602,Open Bog,TrBOG,0.48783679319191153,Treed Bog,0.9852988062539718
1 km,152_Q624-7_2025_peat_sites_1028,TrFEN,0.3066074758960773,Treed Fen,TrBOG,0.26045773918350706,Treed Bog,0.5670652150795843
1 m,154_Q629-3_2025_peat_sites_1028,TrFEN,1,Treed Fen,NA,NA,NA,NA
50 m,154_Q629-3_2025_peat_sites_1028,TrFEN,0.7151439365462184,Treed Fen,ConSWA,0.2848560634537815,Coniferous Swamp,1
100 m,154_Q629-3_2025_peat_sites_1028,TrFEN,0.7790403250860356,Treed Fen,ConSWA,0.18787394411497033,Coniferous Swamp,0.966914269201006
1 km,154_Q629-3_2025_peat_sites_1028,TrFEN,0.4060061615975902,Treed Fen,TrBOG,0.17250498155914873,Treed Bog,0.5785111431567389
1 m,155_Q629-6_2025_peat_sites_1028,TrFEN,1,Treed Fen,NA,NA,NA,NA
50 m,155_Q629-6_2025_peat_sites_1028,OFEN,0.5298452680598419,Open Fen,TrFEN,0.45252213242097356,Treed Fen,0.9823674004808154
100 m,155_Q629-6_2025_peat_sites_1028,OFEN,0.42016413893996846,Open Fen,TrFEN,0.30295885998279604,Treed Fen,0.7231229989227645
1 km,155_Q629-6_2025_peat_sites_1028,TrFEN,0.4529983971715304,Treed Fen,TrBOG,0.2892100789381336,Treed Bog,0.742208476109664
1 m,156_Q629-8_2025_peat_sites_1028,OBOG,1,Open Bog,NA,NA,NA,NA
50 m,156_Q629-8_2025_peat_sites_1028,OBOG,0.9972873384428955,Open Bog,TrBOG,0.0027126615571044857,Treed Bog,1
100 m,156_Q629-8_2025_peat_sites_1028,OBOG,0.9084322573576693,Open Bog,TrBOG,0.09156774264233067,Treed Bog,1
1 km,156_Q629-8_2025_peat_sites_1028,TrBOG,0.5575215402868028,Treed Bog,OBOG,0.19970088882245474,Open Bog,0.7572224291092575
1 m,157_Q637-1_2025_peat_sites_1028,OBOG,1,Open Bog,NA,NA,NA,NA
50 m,157_Q637-1_2025_peat_sites_1028,OBOG,0.5611135963792253,Open Bog,OFEN,0.43888640362077475,Open Fen,1
100 m,157_Q637-1_2025_peat_sites_1028,OFEN,0.5544810401903976,Open Fen,OBOG,0.3371503815151713,Open Bog,0.8916314217055689
1 km,157_Q637-1_2025_peat_sites_1028,TrBOG,0.3111901203876106,Treed Bog,OBOG,0.2832665134912242,Open Bog,0.5944566338788349
1 m,158_Q637-2_2025_peat_sites_1028,TrFEN,1,Treed Fen,NA,NA,NA,NA
50 m,158_Q637-2_2025_peat_sites_1028,TrFEN,0.6824871709311131,Treed Fen,TrBOG,0.31751282906888695,Treed Bog,1
100 m,158_Q637-2_2025_peat_sites_1028,TrBOG,0.5290893616812555,Treed Bog,TrFEN,0.46376375045296525,Treed Fen,0.9928531121342208
1 km,158_Q637-2_2025_peat_sites_1028,TrBOG,0.40698805699283425,Treed Bog,TrFEN,0.22297717649095644,Treed Fen,0.6299652334837906
1 m,159_Q637-4_2025_peat_sites_1028,TrFEN,1,Treed Fen,NA,NA,NA,NA
50 m,159_Q637-4_2025_peat_sites_1028,TrFEN,0.8923370807327717,Treed Fen,OBOG,0.10766291926722828,Open Bog,1
100 m,159_Q637-4_2025_peat_sites_1028,TrFEN,0.572977541891933,Treed Fen,OBOG,0.2556602739171953,Open Bog,0.8286378158091283
1 km,159_Q637-4_2025_peat_sites_1028,OBOG,0.3349999732676782,Open Bog,TrBOG,0.3036271254128285,Treed Bog,0.6386270986805067
1 m,15_P246-3_2025_peat_sites_1028,TrBOG,1,Treed Bog,NA,NA,NA,NA
50 m,15_P246-3_2025_peat_sites_1028,TrBOG,0.584244052938305,Treed Bog,OBOG,0.4157559470616951,Open Bog,1
100 m,15_P246-3_2025_peat_sites_1028,OBOG,0.5595572841047571,Open Bog,TrBOG,0.43495134843532723,Treed Bog,0.9945086325400844
1 km,15_P246-3_2025_peat_sites_1028,TrBOG,0.3571211656838995,Treed Bog,ConSWA,0.2655162022914911,Coniferous Swamp,0.6226373679753906
1 m,160_Q637-5_2025_peat_sites_1028,OBOG,1,Open Bog,NA,NA,NA,NA
50 m,160_Q637-5_2025_peat_sites_1028,OBOG,0.6840575284000776,Open Bog,TrBOG,0.31594247159992234,Treed Bog,1
100 m,160_Q637-5_2025_peat_sites_1028,OBOG,0.5353004672014505,Open Bog,TrBOG,0.4646995327985494,Treed Bog,1
1 km,160_Q637-5_2025_peat_sites_1028,TrBOG,0.4052762638457545,Treed Bog,OBOG,0.30665900996190343,Open Bog,0.7119352738076579
1 m,17_P273-1_2025_peat_sites_1028,ConTRE,1,Coniferous Treed,NA,NA,NA,NA
50 m,17_P273-1_2025_peat_sites_1028,ConTRE,0.859181070822254,Coniferous Treed,ConSWA,0.14081892917774594,Coniferous Swamp,1
100 m,17_P273-1_2025_peat_sites_1028,ConTRE,0.5343287417483803,Coniferous Treed,ConSWA,0.46567125825161965,Coniferous Swamp,1
1 km,17_P273-1_2025_peat_sites_1028,ConSWA,0.45918648351332975,Coniferous Swamp,TrFEN,0.3121435778498738,Treed Fen,0.7713300613632035
1 m,19_P273-3_2025_peat_sites_1028,TrFEN,1,Treed Fen,NA,NA,NA,NA
50 m,19_P273-3_2025_peat_sites_1028,TrFEN,0.7529482076562399,Treed Fen,ConSWA,0.2470517923437601,Coniferous Swamp,1
100 m,19_P273-3_2025_peat_sites_1028,TrFEN,0.6963790663728229,Treed Fen,ConSWA,0.3036209336271772,Coniferous Swamp,1
1 km,19_P273-3_2025_peat_sites_1028,TrFEN,0.3585644888770317,Treed Fen,ConSWA,0.28699341140629714,Coniferous Swamp,0.6455579002833288
1 m,1_P229-1_2025_peat_sites_1028,TrBOG,1,Treed Bog,NA,NA,NA,NA
50 m,1_P229-1_2025_peat_sites_1028,TrBOG,1,Treed Bog,NA,NA,NA,NA
100 m,1_P229-1_2025_peat_sites_1028,TrBOG,0.9634839857520764,Treed Bog,ConSWA,0.0365160142479236,Coniferous Swamp,1
1 km,1_P229-1_2025_peat_sites_1028,ConSWA,0.35743590007414533,Coniferous Swamp,TrBOG,0.24596426747195715,Treed Bog,0.6034001675461025
1 m,21_P284-1_2025_peat_sites_1028,SpTRE,1,Sparse Treed,NA,NA,NA,NA
50 m,21_P284-1_2025_peat_sites_1028,SpTRE,0.9161766011735629,Sparse Treed,MixTRE,0.06499663950148495,Mixed Treed,0.9811732406750479
100 m,21_P284-1_2025_peat_sites_1028,SpTRE,0.45702481992527416,Sparse Treed,ConTRE,0.248661487701989,Coniferous Treed,0.7056863076272631
1 km,21_P284-1_2025_peat_sites_1028,ConSWA,0.21026517815112927,Coniferous Swamp,ConTRE,0.18597732689542093,Coniferous Treed,0.39624250504655023
1 m,22_P284-2_2025_peat_sites_1028,TrFEN,1,Treed Fen,NA,NA,NA,NA
50 m,22_P284-2_2025_peat_sites_1028,TrFEN,0.9790072503073414,Treed Fen,ConSWA,0.02099274969265862,Coniferous Swamp,1
100 m,22_P284-2_2025_peat_sites_1028,TrFEN,0.895331039925083,Treed Fen,ConSWA,0.07963131194217787,Coniferous Swamp,0.9749623518672609
1 km,22_P284-2_2025_peat_sites_1028,TrBOG,0.3319562355157044,Treed Bog,ConSWA,0.25768603073405943,Coniferous Swamp,0.5896422662497638
1 m,23_P284-3_2025_peat_sites_1028,TrFEN,1,Treed Fen,NA,NA,NA,NA
50 m,23_P284-3_2025_peat_sites_1028,TrFEN,0.6851182545672868,Treed Fen,ConTRE,0.24484281894861953,Coniferous Treed,0.9299610735159063
100 m,23_P284-3_2025_peat_sites_1028,ConSWA,0.41172688647003547,Coniferous Swamp,ConTRE,0.358985241920204,Coniferous Treed,0.7707121283902394
1 km,23_P284-3_2025_peat_sites_1028,ConSWA,0.2801667298347225,Coniferous Swamp,TrBOG,0.1917502773280595,Treed Bog,0.471917007162782
1 m,24_P284-4_2025_peat_sites_1028,MixTRE,1,Mixed Treed,NA,NA,NA,NA
50 m,24_P284-4_2025_peat_sites_1028,MixTRE,0.6971444111117688,Mixed Treed,ConTRE,0.30285558888823116,Coniferous Treed,1
100 m,24_P284-4_2025_peat_sites_1028,MixTRE,0.5248999526839054,Mixed Treed,ConTRE,0.4377397586603745,Coniferous Treed,0.96263971134428
1 km,24_P284-4_2025_peat_sites_1028,TrBOG,0.18366904621900096,Treed Bog,MixTRE,0.1786309224127743,Mixed Treed,0.36229996863177527
1 m,27_P311-3_2025_peat_sites_1028,TrBOG,1,Treed Bog,NA,NA,NA,NA
50 m,27_P311-3_2025_peat_sites_1028,TrBOG,0.7212018537261773,Treed Bog,ConSWA,0.27879814627382277,Coniferous Swamp,1
100 m,27_P311-3_2025_peat_sites_1028,TrBOG,0.55108234218634,Treed Bog,ConSWA,0.4086859772039952,Coniferous Swamp,0.9597683193903352
1 km,27_P311-3_2025_peat_sites_1028,TrFEN,0.4498401791377996,Treed Fen,ConSWA,0.25646430082805005,Coniferous Swamp,0.7063044799658497
1 m,28_P311-4_2025_peat_sites_1028,TrFEN,1,Treed Fen,NA,NA,NA,NA
50 m,28_P311-4_2025_peat_sites_1028,TrFEN,0.6630368200369998,Treed Fen,TrBOG,0.3369631799630002,Treed Bog,1
100 m,28_P311-4_2025_peat_sites_1028,TrFEN,0.5251015890780003,Treed Fen,TrBOG,0.47489841092199964,Treed Bog,1
1 km,28_P311-4_2025_peat_sites_1028,TrFEN,0.49970862542971933,Treed Fen,TrBOG,0.18464005419757917,Treed Bog,0.6843486796272985
1 m,29_P323-3_2025_peat_sites_1028,OBOG,1,Open Bog,NA,NA,NA,NA
50 m,29_P323-3_2025_peat_sites_1028,OBOG,0.8149645411057002,Open Bog,TrBOG,0.18503545889429984,Treed Bog,1
100 m,29_P323-3_2025_peat_sites_1028,OBOG,0.6075481035343243,Open Bog,TrBOG,0.39245189646567574,Treed Bog,1
1 km,29_P323-3_2025_peat_sites_1028,TrFEN,0.34518318819013605,Treed Fen,OBOG,0.2028590968218209,Open Bog,0.548042285011957
1 m,30_P348-1_2025_peat_sites_1028,ConTRE,1,Coniferous Treed,NA,NA,NA,NA
50 m,30_P348-1_2025_peat_sites_1028,WAT,0.4526191741858775,Clear Open Water,ConTRE,0.33934394769573684,Coniferous Treed,0.7919631218816143
100 m,30_P348-1_2025_peat_sites_1028,ConTRE,0.5379684289292723,Coniferous Treed,WAT,0.26418672016326955,Clear Open Water,0.8021551490925418
1 km,30_P348-1_2025_peat_sites_1028,TrFEN,0.5687833103409279,Treed Fen,ConSWA,0.2809063313133794,Coniferous Swamp,0.8496896416543073
1 m,31_P348-2_2025_peat_sites_1028,ConSWA,1,Coniferous Swamp,NA,NA,NA,NA
50 m,31_P348-2_2025_peat_sites_1028,ConSWA,1,Coniferous Swamp,NA,NA,NA,NA
100 m,31_P348-2_2025_peat_sites_1028,ConSWA,0.9733945942727203,Coniferous Swamp,TrFEN,0.02660540572727968,Treed Fen,1
1 km,31_P348-2_2025_peat_sites_1028,TrFEN,0.4894500860696856,Treed Fen,ConSWA,0.42288410727602865,Coniferous Swamp,0.9123341933457143
1 m,32_P348-3_2025_peat_sites_1028,TrFEN,1,Treed Fen,NA,NA,NA,NA
50 m,32_P348-3_2025_peat_sites_1028,TrFEN,1,Treed Fen,NA,NA,NA,NA
100 m,32_P348-3_2025_peat_sites_1028,TrFEN,0.9749217535531074,Treed Fen,ConSWA,0.025078246446892598,Coniferous Swamp,1
1 km,32_P348-3_2025_peat_sites_1028,TrFEN,0.5140012079071766,Treed Fen,ConSWA,0.40568666410974796,Coniferous Swamp,0.9196878720169246
1 m,33_P348-4_2025_peat_sites_1028,TrFEN,1,Treed Fen,NA,NA,NA,NA
50 m,33_P348-4_2025_peat_sites_1028,TrFEN,0.7379394245980794,Treed Fen,WAT,0.2615391400616116,Clear Open Water,0.999478564659691
100 m,33_P348-4_2025_peat_sites_1028,TrFEN,0.44074999308538404,Treed Fen,WAT,0.2921673072449223,Clear Open Water,0.7329173003303063
1 km,33_P348-4_2025_peat_sites_1028,TrFEN,0.5666853519877095,Treed Fen,ConSWA,0.1767589954157035,Coniferous Swamp,0.743444347403413
1 m,34_P349-1_2025_peat_sites_1028,TrFEN,1,Treed Fen,NA,NA,NA,NA
50 m,34_P349-1_2025_peat_sites_1028,TrFEN,1,Treed Fen,NA,NA,NA,NA
100 m,34_P349-1_2025_peat_sites_1028,TrFEN,0.9282855826895906,Treed Fen,ConTRE,0.04332674458854375,Coniferous Treed,0.9716123272781344
1 km,34_P349-1_2025_peat_sites_1028,TrFEN,0.6435668929543809,Treed Fen,TrBOG,0.17810078501362767,Treed Bog,0.8216676779680085
1 m,35_P349-2_2025_peat_sites_1028,ConSWA,1,Coniferous Swamp,NA,NA,NA,NA
50 m,35_P349-2_2025_peat_sites_1028,ConSWA,0.810251596769397,Coniferous Swamp,TrBOG,0.1707811411029544,Treed Bog,0.9810327378723513
100 m,35_P349-2_2025_peat_sites_1028,ConSWA,0.4854828741688676,Coniferous Swamp,TrBOG,0.30271758253633624,Treed Bog,0.7882004567052039
1 km,35_P349-2_2025_peat_sites_1028,TrFEN,0.519685110150123,Treed Fen,ConSWA,0.2048564276762822,Coniferous Swamp,0.7245415378264052
1 m,36_P349-3_2025_peat_sites_1028,TrFEN,1,Treed Fen,NA,NA,NA,NA
50 m,36_P349-3_2025_peat_sites_1028,TrFEN,1,Treed Fen,NA,NA,NA,NA
100 m,36_P349-3_2025_peat_sites_1028,TrFEN,0.9901718224931407,Treed Fen,ConSWA,0.009828177506859274,Coniferous Swamp,1
1 km,36_P349-3_2025_peat_sites_1028,TrFEN,0.768824090861455,Treed Fen,ConSWA,0.12421970910646832,Coniferous Swamp,0.8930437999679233
1 m,38_P362-1_2025_peat_sites_1028,TrFEN,1,Treed Fen,NA,NA,NA,NA
50 m,38_P362-1_2025_peat_sites_1028,TrFEN,0.9997426452484723,Treed Fen,WAT,2.573547515276921e-4,Clear Open Water,1
100 m,38_P362-1_2025_peat_sites_1028,TrFEN,0.7904652414065501,Treed Fen,WAT,0.1819032729572426,Clear Open Water,0.9723685143637927
1 km,38_P362-1_2025_peat_sites_1028,TrFEN,0.2876967372616473,Treed Fen,TrBOG,0.23801122604932012,Treed Bog,0.5257079633109674
1 m,39_P362-2_2025_peat_sites_1028,OBOG,1,Open Bog,NA,NA,NA,NA
50 m,39_P362-2_2025_peat_sites_1028,TrBOG,0.5402791531174689,Treed Bog,OBOG,0.4597208468825311,Open Bog,1
100 m,39_P362-2_2025_peat_sites_1028,TrBOG,0.5880692062046239,Treed Bog,OBOG,0.34447625149562183,Open Bog,0.9325454577002457
1 km,39_P362-2_2025_peat_sites_1028,TrFEN,0.3897975267883559,Treed Fen,TrBOG,0.16927935772150546,Treed Bog,0.5590768845098614
1 m,3_P229-3_2025_peat_sites_1028,OBOG,1,Open Bog,NA,NA,NA,NA
50 m,3_P229-3_2025_peat_sites_1028,OBOG,0.6076818368575531,Open Bog,TrBOG,0.39231816314244694,Treed Bog,1
100 m,3_P229-3_2025_peat_sites_1028,OBOG,0.5985774600535275,Open Bog,TrBOG,0.4014225399464725,Treed Bog,1
1 km,3_P229-3_2025_peat_sites_1028,OBOG,0.4325074518159635,Open Bog,TrBOG,0.2888607761030751,Treed Bog,0.7213682279190385
1 m,40_P362-3_2025_peat_sites_1028,OBOG,1,Open Bog,NA,NA,NA,NA
50 m,40_P362-3_2025_peat_sites_1028,OBOG,1,Open Bog,NA,NA,NA,NA
100 m,40_P362-3_2025_peat_sites_1028,OBOG,0.8159586459554877,Open Bog,OFEN,0.1830949317077676,Open Fen,0.9990535776632553
1 km,40_P362-3_2025_peat_sites_1028,TrFEN,0.340797754460512,Treed Fen,OBOG,0.24665315366622073,Open Bog,0.5874509081267327
1 m,41_P362-4_2025_peat_sites_1028,OBOG,1,Open Bog,NA,NA,NA,NA
50 m,41_P362-4_2025_peat_sites_1028,OBOG,0.883602701540903,Open Bog,TrBOG,0.11639729845909697,Treed Bog,1
100 m,41_P362-4_2025_peat_sites_1028,OBOG,0.7274679914727465,Open Bog,TrBOG,0.1992001728795106,Treed Bog,0.9266681643522572
1 km,41_P362-4_2025_peat_sites_1028,TrFEN,0.379502311289943,Treed Fen,ConSWA,0.21512646083874304,Coniferous Swamp,0.594628772128686
1 m,43_Q618-2_2025_peat_sites_1028,ConSWA,1,Coniferous Swamp,NA,NA,NA,NA
50 m,43_Q618-2_2025_peat_sites_1028,ConSWA,1,Coniferous Swamp,NA,NA,NA,NA
100 m,43_Q618-2_2025_peat_sites_1028,ConSWA,0.9308846663259495,Coniferous Swamp,WAT,0.0691153336740506,Clear Open Water,1
1 km,43_Q618-2_2025_peat_sites_1028,ConSWA,0.3751580576644939,Coniferous Swamp,TrBOG,0.3051129972884767,Treed Bog,0.6802710549529706
1 m,44_Q618-3_2025_peat_sites_1028,ConSWA,1,Coniferous Swamp,NA,NA,NA,NA
50 m,44_Q618-3_2025_peat_sites_1028,ConSWA,1,Coniferous Swamp,NA,NA,NA,NA
100 m,44_Q618-3_2025_peat_sites_1028,ConSWA,0.8210683693453169,Coniferous Swamp,TrFEN,0.1258525209105033,Treed Fen,0.9469208902558202
1 km,44_Q618-3_2025_peat_sites_1028,TrBOG,0.2649503485295014,Treed Bog,OBOG,0.25781011155413036,Open Bog,0.5227604600836318
1 m,45_Q618-4_2025_peat_sites_1028,TrBOG,1,Treed Bog,NA,NA,NA,NA
50 m,45_Q618-4_2025_peat_sites_1028,TrBOG,1,Treed Bog,NA,NA,NA,NA
100 m,45_Q618-4_2025_peat_sites_1028,TrBOG,1,Treed Bog,NA,NA,NA,NA
1 km,45_Q618-4_2025_peat_sites_1028,TrBOG,0.5316962917220392,Treed Bog,OBOG,0.17963421861277434,Open Bog,0.7113305103348135
1 m,46_Q628-1_2025_peat_sites_1028,OBOG,1,Open Bog,NA,NA,NA,NA
50 m,46_Q628-1_2025_peat_sites_1028,TrBOG,0.535789465356108,Treed Bog,OBOG,0.4168460908363382,Open Bog,0.9526355561924462
100 m,46_Q628-1_2025_peat_sites_1028,TrBOG,0.3781253214438897,Treed Bog,OBOG,0.3265451099684458,Open Bog,0.7046704314123355
1 km,46_Q628-1_2025_peat_sites_1028,TrBOG,0.25059210318438685,Treed Bog,TrFEN,0.21794607812302705,Treed Fen,0.46853818130741387
1 m,47_Q628-2_2025_peat_sites_1028,TrBOG,1,Treed Bog,NA,NA,NA,NA
50 m,47_Q628-2_2025_peat_sites_1028,TrBOG,1,Treed Bog,NA,NA,NA,NA
100 m,47_Q628-2_2025_peat_sites_1028,TrBOG,0.8142047710052487,Treed Bog,TrFEN,0.10902905484572696,Treed Fen,0.9232338258509757
1 km,47_Q628-2_2025_peat_sites_1028,OBOG,0.3597060556334767,Open Bog,TrBOG,0.3080274174418362,Treed Bog,0.6677334730753128
1 m,48_Q628-3_2025_peat_sites_1028,ThSWA,1,Thicket Swamp,NA,NA,NA,NA
50 m,48_Q628-3_2025_peat_sites_1028,ThSWA,0.8386444595821836,Thicket Swamp,WAT,0.16135554041781647,Clear Open Water,1
100 m,48_Q628-3_2025_peat_sites_1028,ThSWA,0.539637551450072,Thicket Swamp,ConSWA,0.19415291074348104,Coniferous Swamp,0.733790462193553
1 km,48_Q628-3_2025_peat_sites_1028,TrBOG,0.4133746815699291,Treed Bog,TrFEN,0.21675276558842824,Treed Fen,0.6301274471583573
1 m,49_Q628-4_2025_peat_sites_1028,TrBOG,1,Treed Bog,NA,NA,NA,NA
50 m,49_Q628-4_2025_peat_sites_1028,TrBOG,1,Treed Bog,NA,NA,NA,NA
100 m,49_Q628-4_2025_peat_sites_1028,TrBOG,0.9909757662689525,Treed Bog,OBOG,0.009024233731047526,Open Bog,1
1 km,49_Q628-4_2025_peat_sites_1028,TrFEN,0.3061859672786983,Treed Fen,TrBOG,0.3008519174989242,Treed Bog,0.6070378847776225
1 m,4_P229-4_2025_peat_sites_1028,ConSWA,1,Coniferous Swamp,NA,NA,NA,NA
50 m,4_P229-4_2025_peat_sites_1028,ConSWA,1,Coniferous Swamp,NA,NA,NA,NA
100 m,4_P229-4_2025_peat_sites_1028,ConSWA,0.7718806576270552,Coniferous Swamp,ConTRE,0.12376122980749278,Coniferous Treed,0.895641887434548
1 km,4_P229-4_2025_peat_sites_1028,ConSWA,0.44529092664121256,Coniferous Swamp,TrBOG,0.3574505073570728,Treed Bog,0.8027414339982853
1 m,50_P258-1_2025_peat_sites_1028,OFEN,1,Open Fen,NA,NA,NA,NA
50 m,50_P258-1_2025_peat_sites_1028,OFEN,1,Open Fen,NA,NA,NA,NA
100 m,50_P258-1_2025_peat_sites_1028,OFEN,1,Open Fen,NA,NA,NA,NA
1 km,50_P258-1_2025_peat_sites_1028,OFEN,0.3654610413516957,Open Fen,ConSWA,0.21880366428477188,Coniferous Swamp,0.5842647056364676
1 m,52_P258-4_2025_peat_sites_1028,TrBOG,1,Treed Bog,NA,NA,NA,NA
