scale,fullID,primary_category_code,primary_prop,primary_label,secondary_category_code,secondary_prop,secondary_label,prop_sum
50 m,52_P258-4_2025_peat_sites_1028,TrBOG,0.8077824873981617,Treed Bog,OBOG,0.1671918540667247,Open Bog,0.9749743414648864
100 m,52_P258-4_2025_peat_sites_1028,TrBOG,0.5283643063973001,Treed Bog,OBOG,0.29674388668505625,Open Bog,0.8251081930823564
1 km,52_P258-4_2025_peat_sites_1028,TrBOG,0.2438858519641866,Treed Bog,OFEN,0.24346676496103667,Open Fen,0.48735261692522325
1 m,53_P295-1_2025_peat_sites_1028,ConTRE,1,Coniferous Treed,NA,NA,NA,NA
50 m,53_P295-1_2025_peat_sites_1028,ConTRE,0.4697050583623418,Coniferous Treed,SpTRE,0.30595054286783746,Sparse Treed,0.7756556012301792
100 m,53_P295-1_2025_peat_sites_1028,TrBOG,0.5724565540865472,Treed Bog,ConTRE,0.26172105653014593,Coniferous Treed,0.8341776106166932
1 km,53_P295-1_2025_peat_sites_1028,TrBOG,0.3022338677738511,Treed Bog,ConTRE,0.19448676638965975,Coniferous Treed,0.49672063416351087
1 m,54_P295-2_2025_peat_sites_1028,TrBOG,1,Treed Bog,NA,NA,NA,NA
50 m,54_P295-2_2025_peat_sites_1028,TrBOG,1,Treed Bog,NA,NA,NA,NA
100 m,54_P295-2_2025_peat_sites_1028,TrBOG,0.869743729713892,Treed Bog,TrFEN,0.13025627028610792,Treed Fen,1
1 km,54_P295-2_2025_peat_sites_1028,TrFEN,0.2540344657085329,Treed Fen,TrBOG,0.22427069599347252,Treed Bog,0.47830516170200543
1 m,55_P295-3_2025_peat_sites_1028,ConTRE,1,Coniferous Treed,NA,NA,NA,NA
50 m,55_P295-3_2025_peat_sites_1028,ConTRE,1,Coniferous Treed,NA,NA,NA,NA
100 m,55_P295-3_2025_peat_sites_1028,ConTRE,0.9865014944332564,Coniferous Treed,TrFEN,0.011516607053188242,Treed Fen,0.9980181014864447
1 km,55_P295-3_2025_peat_sites_1028,TrBOG,0.2455447812914529,Treed Bog,ConTRE,0.22360519937336595,Coniferous Treed,0.46914998066481883
1 m,56_P323-1_2025_peat_sites_1028,TrBOG,1,Treed Bog,NA,NA,NA,NA
50 m,56_P323-1_2025_peat_sites_1028,TrBOG,0.9917887210052544,Treed Bog,OBOG,0.00821127899474558,Open Bog,1
100 m,56_P323-1_2025_peat_sites_1028,TrBOG,0.6394934576863381,Treed Bog,OBOG,0.311945103003375,Open Bog,0.9514385606897131
1 km,56_P323-1_2025_peat_sites_1028,TrFEN,0.33391264065434234,Treed Fen,TrBOG,0.22824201279788772,Treed Bog,0.56215465345223
1 m,57_P323-2_2025_peat_sites_1028,TrFEN,1,Treed Fen,NA,NA,NA,NA
50 m,57_P323-2_2025_peat_sites_1028,TrFEN,1,Treed Fen,NA,NA,NA,NA
100 m,57_P323-2_2025_peat_sites_1028,TrFEN,0.994435129145676,Treed Fen,TrBOG,0.00556487085432401,Treed Bog,1
1 km,57_P323-2_2025_peat_sites_1028,TrFEN,0.3848211176858895,Treed Fen,OBOG,0.20861695556380747,Open Bog,0.593438073249697
1 m,58_P323-4_2025_peat_sites_1028,TrFEN,1,Treed Fen,NA,NA,NA,NA
50 m,58_P323-4_2025_peat_sites_1028,TrFEN,0.8376795957114485,Treed Fen,TrBOG,0.09177752756729123,Treed Bog,0.9294571232787396
100 m,58_P323-4_2025_peat_sites_1028,TrFEN,0.5667090445402837,Treed Fen,ConSWA,0.18646876972563917,Coniferous Swamp,0.7531778142659229
1 km,58_P323-4_2025_peat_sites_1028,OBOG,0.3141832044737668,Open Bog,ConSWA,0.22443998420820588,Coniferous Swamp,0.5386231886819727
1 m,59_P302-1_2025_peat_sites_1028,OBOG,1,Open Bog,NA,NA,NA,NA
50 m,59_P302-1_2025_peat_sites_1028,OBOG,1,Open Bog,NA,NA,NA,NA
100 m,59_P302-1_2025_peat_sites_1028,OBOG,0.7656121206156503,Open Bog,TrBOG,0.16291131023457386,Treed Bog,0.9285234308502242
1 km,59_P302-1_2025_peat_sites_1028,TrFEN,0.4514051733892511,Treed Fen,TrBOG,0.30379169338032863,Treed Bog,0.7551968667695798
1 m,5_P237-1_2025_peat_sites_1028,TrBOG,1,Treed Bog,NA,NA,NA,NA
50 m,5_P237-1_2025_peat_sites_1028,TrBOG,0.7602809373350611,Treed Bog,OBOG,0.23971906266493892,Open Bog,1
100 m,5_P237-1_2025_peat_sites_1028,TrBOG,0.632254286392037,Treed Bog,OBOG,0.25617733234633777,Open Bog,0.8884316187383747
1 km,5_P237-1_2025_peat_sites_1028,ConTRE,0.33844397545994237,Coniferous Treed,TrBOG,0.1656351016975828,Treed Bog,0.5040790771575252
1 m,63_P092-1_2025_peat_sites_1028,TrBOG,1,Treed Bog,NA,NA,NA,NA
50 m,63_P092-1_2025_peat_sites_1028,TrBOG,0.7161100314099977,Treed Bog,OBOG,0.22314590916315583,Open Bog,0.9392559405731535
100 m,63_P092-1_2025_peat_sites_1028,TrBOG,0.5163436695698765,Treed Bog,TrFEN,0.191658021086101,Treed Fen,0.7080016906559775
1 km,63_P092-1_2025_peat_sites_1028,OBOG,0.3309225738548221,Open Bog,WAT,0.2430348170695738,Clear Open Water,0.5739573909243959
1 m,64_P092-2_2025_peat_sites_1028,OBOG,1,Open Bog,NA,NA,NA,NA
50 m,64_P092-2_2025_peat_sites_1028,OBOG,1,Open Bog,NA,NA,NA,NA
100 m,64_P092-2_2025_peat_sites_1028,OBOG,0.9643842607295304,Open Bog,TrBOG,0.03561573927046955,Treed Bog,1
1 km,64_P092-2_2025_peat_sites_1028,OBOG,0.5942965742098338,Open Bog,OFEN,0.18433852142013438,Open Fen,0.7786350956299682
1 m,65_P092-3_2025_peat_sites_1028,OBOG,1,Open Bog,NA,NA,NA,NA
50 m,65_P092-3_2025_peat_sites_1028,OBOG,1,Open Bog,NA,NA,NA,NA
100 m,65_P092-3_2025_peat_sites_1028,OBOG,1,Open Bog,NA,NA,NA,NA
1 km,65_P092-3_2025_peat_sites_1028,OBOG,0.7552555287625458,Open Bog,ConTRE,0.08036342245675303,Coniferous Treed,0.8356189512192987
1 m,66_P092-4_2025_peat_sites_1028,ThSWA,1,Thicket Swamp,NA,NA,NA,NA
50 m,66_P092-4_2025_peat_sites_1028,ThSWA,0.6576378028298966,Thicket Swamp,WAT,0.3423621971701034,Clear Open Water,1
100 m,66_P092-4_2025_peat_sites_1028,ThSWA,0.7019619766601204,Thicket Swamp,WAT,0.29803802333987967,Clear Open Water,1
1 km,66_P092-4_2025_peat_sites_1028,ConSWA,0.321386187096337,Coniferous Swamp,ThSWA,0.2652927176569225,Thicket Swamp,0.5866789047532595
1 m,67_P176-3_2025_peat_sites_1028,ConSWA,1,Coniferous Swamp,NA,NA,NA,NA
50 m,67_P176-3_2025_peat_sites_1028,ConSWA,0.557453605972235,Coniferous Swamp,OFEN,0.44254639402776497,Open Fen,1
100 m,67_P176-3_2025_peat_sites_1028,OFEN,0.5524125728403083,Open Fen,ConSWA,0.4475874271596917,Coniferous Swamp,1
1 km,67_P176-3_2025_peat_sites_1028,OFEN,0.42499316394183706,Open Fen,OBOG,0.3382441897411494,Open Bog,0.7632373536829864
1 m,68_P095-1_2025_peat_sites_1028,TrFEN,1,Treed Fen,NA,NA,NA,NA
50 m,68_P095-1_2025_peat_sites_1028,TrFEN,0.5208488644801782,Treed Fen,ConSWA,0.47915113551982186,Coniferous Swamp,1
100 m,68_P095-1_2025_peat_sites_1028,ConSWA,0.6474780426150126,Coniferous Swamp,TrFEN,0.2749687954255552,Treed Fen,0.9224468380405678
1 km,68_P095-1_2025_peat_sites_1028,ConSWA,0.7599860359373743,Coniferous Swamp,ConTRE,0.1423626154407407,Coniferous Treed,0.902348651378115
1 m,69_P095-2_2025_peat_sites_1028,TrBOG,1,Treed Bog,NA,NA,NA,NA
50 m,69_P095-2_2025_peat_sites_1028,TrBOG,0.5912758533828547,Treed Bog,ConSWA,0.40872414661714523,Coniferous Swamp,1
100 m,69_P095-2_2025_peat_sites_1028,ConSWA,0.5405863793900723,Coniferous Swamp,TrBOG,0.4594136206099277,Treed Bog,1
1 km,69_P095-2_2025_peat_sites_1028,ConSWA,0.9476861808092979,Coniferous Swamp,TrBOG,0.026447678760837433,Treed Bog,0.9741338595701353
1 m,6_P237-2_2025_peat_sites_1028,ConSWA,1,Coniferous Swamp,NA,NA,NA,NA
50 m,6_P237-2_2025_peat_sites_1028,ConSWA,0.9999162166601496,Coniferous Swamp,WAT,8.37833398503464e-5,Clear Open Water,1
100 m,6_P237-2_2025_peat_sites_1028,ConSWA,0.8534242128026082,Coniferous Swamp,WAT,0.14390459998986396,Clear Open Water,0.9973288127924721
1 km,6_P237-2_2025_peat_sites_1028,ConSWA,0.3581385215802052,Coniferous Swamp,TrBOG,0.3215112573685329,Treed Bog,0.6796497789487381
1 m,70_P095-3_2025_peat_sites_1028,ConTRE,1,Coniferous Treed,NA,NA,NA,NA
50 m,70_P095-3_2025_peat_sites_1028,ConTRE,1,Coniferous Treed,NA,NA,NA,NA
100 m,70_P095-3_2025_peat_sites_1028,ConTRE,0.8966262877959787,Coniferous Treed,WAT,0.0805119528003662,Clear Open Water,0.9771382405963449
1 km,70_P095-3_2025_peat_sites_1028,ConSWA,0.6257363102873216,Coniferous Swamp,ConTRE,0.1775428251742277,Coniferous Treed,0.8032791354615493
1 m,71_P095-4_2025_peat_sites_1028,TrBOG,1,Treed Bog,NA,NA,NA,NA
50 m,71_P095-4_2025_peat_sites_1028,TrBOG,0.5701660365574153,Treed Bog,ConSWA,0.4298339634425848,Coniferous Swamp,1
100 m,71_P095-4_2025_peat_sites_1028,ConSWA,0.5933372567195343,Coniferous Swamp,TrBOG,0.4066627432804657,Treed Bog,1
1 km,71_P095-4_2025_peat_sites_1028,ConSWA,0.952404291746393,Coniferous Swamp,TrFEN,0.023880618836618895,Treed Fen,0.9762849105830118
1 m,72_P176-7_2025_peat_sites_1028,TrBOG,1,Treed Bog,NA,NA,NA,NA
50 m,72_P176-7_2025_peat_sites_1028,TrBOG,0.636426972503862,Treed Bog,OBOG,0.21099493912265502,Open Bog,0.847421911626517
100 m,72_P176-7_2025_peat_sites_1028,OBOG,0.4666067510019218,Open Bog,TrBOG,0.28368111184160677,Treed Bog,0.7502878628435286
1 km,72_P176-7_2025_peat_sites_1028,OBOG,0.38900112203405535,Open Bog,TrBOG,0.26199626543930293,Treed Bog,0.6509973874733583
1 m,73_P176-8_2025_peat_sites_1028,ConSWA,1,Coniferous Swamp,NA,NA,NA,NA
50 m,73_P176-8_2025_peat_sites_1028,ConSWA,0.9196224784446734,Coniferous Swamp,OBOG,0.06600854095358456,Open Bog,0.9856310193982579
100 m,73_P176-8_2025_peat_sites_1028,ConSWA,0.5786498690014386,Coniferous Swamp,OBOG,0.24059905545020496,Open Bog,0.8192489244516435
1 km,73_P176-8_2025_peat_sites_1028,OBOG,0.328736542380592,Open Bog,ConSWA,0.3025121646044012,Coniferous Swamp,0.6312487069849932
1 m,74_P109-2_2025_peat_sites_1028,DecTRE,1,Deciduous Treed,NA,NA,NA,NA
50 m,74_P109-2_2025_peat_sites_1028,DecTRE,0.559350580538555,Deciduous Treed,TrFEN,0.44064941946144504,Treed Fen,1
100 m,74_P109-2_2025_peat_sites_1028,TrFEN,0.5039494137723919,Treed Fen,DecTRE,0.34293670085465355,Deciduous Treed,0.8468861146270454
1 km,74_P109-2_2025_peat_sites_1028,TrFEN,0.2912424889503265,Treed Fen,WAT,0.16743083864041067,Clear Open Water,0.4586733275907372
1 m,75_P218-3_2025_peat_sites_1028,TrBOG,1,Treed Bog,NA,NA,NA,NA
50 m,75_P218-3_2025_peat_sites_1028,TrBOG,0.7873836725795078,Treed Bog,OBOG,0.21261632742049225,Open Bog,1
100 m,75_P218-3_2025_peat_sites_1028,TrBOG,0.5956551561528839,Treed Bog,OBOG,0.4043448438471161,Open Bog,1
1 km,75_P218-3_2025_peat_sites_1028,TrBOG,0.507743970462708,Treed Bog,OBOG,0.27860709040860077,Open Bog,0.7863510608713088
1 m,76_P218-4_2025_peat_sites_1028,TrFEN,1,Treed Fen,NA,NA,NA,NA
50 m,76_P218-4_2025_peat_sites_1028,TrFEN,0.904246643912958,Treed Fen,TrBOG,0.09575335608704202,Treed Bog,1
100 m,76_P218-4_2025_peat_sites_1028,TrFEN,0.584830579715126,Treed Fen,TrBOG,0.2899059870210916,Treed Bog,0.8747365667362176
1 km,76_P218-4_2025_peat_sites_1028,OBOG,0.2962591484005473,Open Bog,TrBOG,0.2947590712134848,Treed Bog,0.5910182196140321
1 m,7_P237-3_2025_peat_sites_1028,OFEN,1,Open Fen,NA,NA,NA,NA
50 m,7_P237-3_2025_peat_sites_1028,OFEN,1,Open Fen,NA,NA,NA,NA
100 m,7_P237-3_2025_peat_sites_1028,OFEN,0.8860265390247211,Open Fen,OBOG,0.11397346097527893,Open Bog,1
1 km,7_P237-3_2025_peat_sites_1028,OFEN,0.3231272169564452,Open Fen,OBOG,0.2562876748189148,Open Bog,0.57941489177536
1 m,80_P121-2_2025_peat_sites_1028,OBOG,0.8194756444587443,Open Bog,TrFEN,0.18052435554125573,Treed Fen,1
50 m,80_P121-2_2025_peat_sites_1028,TrFEN,0.5538520420380533,Treed Fen,OBOG,0.44614795796194673,Open Bog,1
100 m,80_P121-2_2025_peat_sites_1028,TrFEN,0.4636689621845885,Treed Fen,OBOG,0.4290405418887848,Open Bog,0.8927095040733732
1 km,80_P121-2_2025_peat_sites_1028,ConSWA,0.35683366521328674,Coniferous Swamp,ConTRE,0.29420454294259585,Coniferous Treed,0.6510382081558825
1 m,82_P121-4_2025_peat_sites_1028,TrFEN,1,Treed Fen,NA,NA,NA,NA
50 m,82_P121-4_2025_peat_sites_1028,TrFEN,1,Treed Fen,NA,NA,NA,NA
100 m,82_P121-4_2025_peat_sites_1028,TrFEN,0.8256784960564965,Treed Fen,ConSWA,0.12195660447120422,Coniferous Swamp,0.9476351005277007
1 km,82_P121-4_2025_peat_sites_1028,ConTRE,0.41324851100425836,Coniferous Treed,ConSWA,0.37839941084422735,Coniferous Swamp,0.7916479218484858
1 m,83_P094-2_2025_peat_sites_1028,OFEN,1,Open Fen,NA,NA,NA,NA
50 m,83_P094-2_2025_peat_sites_1028,OFEN,1,Open Fen,NA,NA,NA,NA
100 m,83_P094-2_2025_peat_sites_1028,OFEN,0.9626003462706921,Open Fen,OBOG,0.03739965372930789,Open Bog,1
1 km,83_P094-2_2025_peat_sites_1028,OFEN,0.5030399624025987,Open Fen,OBOG,0.42721967541053385,Open Bog,0.9302596378131326
1 m,84_P094-3_2025_peat_sites_1028,OBOG,1,Open Bog,NA,NA,NA,NA
50 m,84_P094-3_2025_peat_sites_1028,OBOG,0.5181270606453326,Open Bog,OFEN,0.48187293935466735,Open Fen,1
100 m,84_P094-3_2025_peat_sites_1028,OFEN,0.6766268485424751,Open Fen,OBOG,0.3233731514575248,Open Bog,1
1 km,84_P094-3_2025_peat_sites_1028,OFEN,0.6457991970637571,Open Fen,OBOG,0.30290367978062294,Open Bog,0.94870287684438
1 m,86_P219-2_2025_peat_sites_1028,TrBOG,1,Treed Bog,NA,NA,NA,NA
50 m,86_P219-2_2025_peat_sites_1028,TrBOG,0.9115922038611414,Treed Bog,OBOG,0.08840779613885864,Open Bog,1
100 m,86_P219-2_2025_peat_sites_1028,TrBOG,0.606192879416442,Treed Bog,OBOG,0.393807120583558,Open Bog,1
1 km,86_P219-2_2025_peat_sites_1028,TrFEN,0.4767968303708435,Treed Fen,TrBOG,0.25164971435795136,Treed Bog,0.7284465447287949
1 m,87_P219-3_2025_peat_sites_1028,OFEN,1,Open Fen,NA,NA,NA,NA
50 m,87_P219-3_2025_peat_sites_1028,OFEN,0.5956004350876802,Open Fen,TrFEN,0.3495539152373533,Treed Fen,0.9451543503250335
100 m,87_P219-3_2025_peat_sites_1028,OFEN,0.41780462658787665,Open Fen,TrFEN,0.31789944984352786,Treed Fen,0.7357040764314045
1 km,87_P219-3_2025_peat_sites_1028,TrFEN,0.3647323471788446,Treed Fen,OBOG,0.28075546898008746,Open Bog,0.6454878161589321
1 m,88_P219-5_2025_peat_sites_1028,TrBOG,1,Treed Bog,NA,NA,NA,NA
50 m,88_P219-5_2025_peat_sites_1028,TrFEN,0.559032500691249,Treed Fen,TrBOG,0.44096749930875107,Treed Bog,1
100 m,88_P219-5_2025_peat_sites_1028,TrFEN,0.6992416961266614,Treed Fen,TrBOG,0.29495043235263924,Treed Bog,0.9941921284793007
1 km,88_P219-5_2025_peat_sites_1028,TrFEN,0.595089330614143,Treed Fen,TrBOG,0.29308395149282673,Treed Bog,0.8881732821069698
1 m,89_P219-7_2025_peat_sites_1028,TrFEN,1,Treed Fen,NA,NA,NA,NA
50 m,89_P219-7_2025_peat_sites_1028,TrFEN,1,Treed Fen,NA,NA,NA,NA
100 m,89_P219-7_2025_peat_sites_1028,TrFEN,0.9750712151024958,Treed Fen,TrBOG,0.024928784897504157,Treed Bog,1
1 km,89_P219-7_2025_peat_sites_1028,TrFEN,0.42783718930097253,Treed Fen,TrBOG,0.3130733282575638,Treed Bog,0.7409105175585363
1 m,8_P237-4_2025_peat_sites_1028,TrBOG,1,Treed Bog,NA,NA,NA,NA
50 m,8_P237-4_2025_peat_sites_1028,TrBOG,0.6475061268421591,Treed Bog,OFEN,0.3132179618975122,Open Fen,0.9607240887396713
100 m,8_P237-4_2025_peat_sites_1028,OFEN,0.429907916062566,Open Fen,TrBOG,0.33948331421403183,Treed Bog,0.7693912302765978
1 km,8_P237-4_2025_peat_sites_1028,OFEN,0.3144187965773268,Open Fen,TrBOG,0.26365037205107306,Treed Bog,0.5780691686283999
1 m,90_P200-1_2025_peat_sites_1028,TrBOG,1,Treed Bog,NA,NA,NA,NA
50 m,90_P200-1_2025_peat_sites_1028,TrBOG,1,Treed Bog,NA,NA,NA,NA
100 m,90_P200-1_2025_peat_sites_1028,TrBOG,0.93634152651995906,Treed Bog,ConSWA,0.06365847348004093,Coniferous Swamp,1
1 km,90_P200-1_2025_peat_sites_1028,ConSWA,0.477577804568838,Coniferous Swamp,ConTRE,0.2345641267136833,Coniferous Treed,0.7121419312825213
1 m,91_P200-2_2025_peat_sites_1028,ConTRE,1,Coniferous Treed,NA,NA,NA,NA
50 m,91_P200-2_2025_peat_sites_1028,ConTRE,0.930220405684934,Coniferous Treed,ConSWA,0.06977959431506592,Coniferous Swamp,1
100 m,91_P200-2_2025_peat_sites_1028,ConTRE,0.7458032043450726,Coniferous Treed,ConSWA,0.1603297573966909,Coniferous Swamp,0.9061329617417635
1 km,91_P200-2_2025_peat_sites_1028,ConSWA,0.3051989248911452,Coniferous Swamp,TrBOG,0.29292519009681006,Treed Bog,0.5981241149879553
1 m,92_P200-4_2025_peat_sites_1028,ConTRE,1,Coniferous Treed,NA,NA,NA,NA
50 m,92_P200-4_2025_peat_sites_1028,ConTRE,1,Coniferous Treed,NA,NA,NA,NA
100 m,92_P200-4_2025_peat_sites_1028,ConTRE,1,Coniferous Treed,NA,NA,NA,NA
1 km,92_P200-4_2025_peat_sites_1028,ConSWA,0.47461272374881835,Coniferous Swamp,ConTRE,0.2613321447908973,Coniferous Treed,0.7359448685397156
1 m,93_P200-6_2025_peat_sites_1028,OBOG,1,Open Bog,NA,NA,NA,NA
50 m,93_P200-6_2025_peat_sites_1028,OBOG,0.5187224299850158,Open Bog,TrBOG,0.48127757001498417,Treed Bog,1
100 m,93_P200-6_2025_peat_sites_1028,OBOG,0.5658919596315497,Open Bog,TrBOG,0.4341080403684503,Treed Bog,1
1 km,93_P200-6_2025_peat_sites_1028,TrBOG,0.3944261654499779,Treed Bog,OBOG,0.1589515502742167,Open Bog,0.5533777157241946
1 m,94_P154-1_2025_peat_sites_1028,TrBOG,1,Treed Bog,NA,NA,NA,NA
50 m,94_P154-1_2025_peat_sites_1028,TrBOG,0.5691164042762871,Treed Bog,OBOG,0.4308835957237129,Open Bog,1
100 m,94_P154-1_2025_peat_sites_1028,OBOG,0.5460312613180659,Open Bog,TrBOG,0.450472947211498,Treed Bog,0.9965042085295639
1 km,94_P154-1_2025_peat_sites_1028,OBOG,0.3793432656123757,Open Bog,TrBOG,0.2556174629089973,Treed Bog,0.634960728521373
1 m,95_P154-2_2025_peat_sites_1028,TrBOG,1,Treed Bog,NA,NA,NA,NA
50 m,95_P154-2_2025_peat_sites_1028,TrBOG,1,Treed Bog,NA,NA,NA,NA
100 m,95_P154-2_2025_peat_sites_1028,TrBOG,1,Treed Bog,NA,NA,NA,NA
1 km,95_P154-2_2025_peat_sites_1028,OBOG,0.4186549678212496,Open Bog,TrBOG,0.20910015891270653,Treed Bog,0.6277551267339562
1 m,96_P154-4_2025_peat_sites_1028,MixTRE,1,Mixed Treed,NA,NA,NA,NA
50 m,96_P154-4_2025_peat_sites_1028,WAT,0.5977785368110615,Clear Open Water,MixTRE,0.4022214631889384,Mixed Treed,1
100 m,96_P154-4_2025_peat_sites_1028,WAT,0.5335613362630494,Clear Open Water,MixTRE,0.27273073431376527,Mixed Treed,0.8062920705768146
1 km,96_P154-4_2025_peat_sites_1028,WAT,0.46025451314837984,Clear Open Water,OBOG,0.32897575722859773,Open Bog,0.7892302703769776
1 m,97_P154-5_2025_peat_sites_1028,OBOG,1,Open Bog,NA,NA,NA,NA
50 m,97_P154-5_2025_peat_sites_1028,OBOG,0.5659469814842311,Open Bog,TrBOG,0.4340530185157689,Treed Bog,1
100 m,97_P154-5_2025_peat_sites_1028,OBOG,0.59991067377123,Open Bog,TrBOG,0.4000893262287701,Treed Bog,1
1 km,97_P154-5_2025_peat_sites_1028,WAT,0.37634055234747205,Clear Open Water,OBOG,0.3443030273286828,Open Bog,0.7206435796761548
1 m,98_P324-1_2025_peat_sites_1028,TrBOG,1,Treed Bog,NA,NA,NA,NA
50 m,98_P324-1_2025_peat_sites_1028,OBOG,0.5295872430308144,Open Bog,TrBOG,0.47041275696918555,Treed Bog,1
100 m,98_P324-1_2025_peat_sites_1028,OBOG,0.6360301708726436,Open Bog,TrBOG,0.3639698291273564,Treed Bog,1
1 km,98_P324-1_2025_peat_sites_1028,OBOG,0.3657886188936108,Open Bog,TrBOG,0.23677336567822868,Treed Bog,0.6025619845718395
1 m,99_P324-3_2025_peat_sites_1028,OBOG,1,Open Bog,NA,NA,NA,NA
50 m,99_P324-3_2025_peat_sites_1028,OBOG,1,Open Bog,NA,NA,NA,NA
100 m,99_P324-3_2025_peat_sites_1028,OBOG,1,Open Bog,NA,NA,NA,NA
1 km,99_P324-3_2025_peat_sites_1028,ConSWA,0.2710698381828073,Coniferous Swamp,TrFEN,0.23387114562283737,Treed Fen,0.5049409838056447
